clothesname,name,uploadUser,uploadDate,ID,image
00006_00.jpg,00006_00.jpg,sample,2023-05-05 16:52:27.978157,101,datasets/model/00006_00.jpg
00008_00.jpg,00008_00.jpg,sample,2023-05-05 16:52:28.040073,102,datasets/model/00008_00.jpg
00013_00.jpg,00013_00.jpg,sample,2023-05-05 16:52:28.084832,103,datasets/model/00013_00.jpg
00017_00.jpg,00017_00.jpg,sample,2023-05-05 16:52:28.133550,104,datasets/model/00017_00.jpg
00034_00.jpg,00034_00.jpg,sample,2023-05-05 16:52:28.169399,105,datasets/model/00034_00.jpg
00035_00.jpg,00035_00.jpg,sample,2023-05-05 16:52:28.212343,106,datasets/model/00035_00.jpg
00055_00.jpg,00055_00.jpg,sample,2023-05-05 16:52:28.256831,107,datasets/model/00055_00.jpg
00057_00.jpg,00057_00.jpg,sample,2023-05-05 16:52:28.293650,108,datasets/model/00057_00.jpg
00064_00.jpg,00064_00.jpg,sample,2023-05-05 16:52:28.338636,109,datasets/model/00064_00.jpg
00067_00.jpg,00067_00.jpg,sample,2023-05-05 16:52:28.378095,110,datasets/model/00067_00.jpg
00069_00.jpg,00069_00.jpg,sample,2023-05-05 16:52:28.412864,111,datasets/model/00069_00.jpg
00071_00.jpg,00071_00.jpg,sample,2023-05-05 16:52:28.454786,112,datasets/model/00071_00.jpg
00074_00.jpg,00074_00.jpg,sample,2023-05-05 16:52:28.490304,113,datasets/model/00074_00.jpg
00075_00.jpg,00075_00.jpg,sample,2023-05-05 16:52:28.524225,114,datasets/model/00075_00.jpg
00084_00.jpg,00084_00.jpg,sample,2023-05-05 16:52:28.572953,115,datasets/model/00084_00.jpg
00094_00.jpg,00094_00.jpg,sample,2023-05-05 16:52:28.633793,116,datasets/model/00094_00.jpg
00095_00.jpg,00095_00.jpg,sample,2023-05-05 16:52:28.667702,117,datasets/model/00095_00.jpg
00096_00.jpg,00096_00.jpg,sample,2023-05-05 16:52:28.705600,118,datasets/model/00096_00.jpg
00110_00.jpg,00110_00.jpg,sample,2023-05-05 16:52:28.735518,119,datasets/model/00110_00.jpg
00112_00.jpg,00112_00.jpg,sample,2023-05-05 16:52:28.775414,120,datasets/model/00112_00.jpg
00121_00.jpg,00121_00.jpg,sample,2023-05-05 16:52:28.808325,121,datasets/model/00121_00.jpg
00126_00.jpg,00126_00.jpg,sample,2023-05-05 16:52:28.846225,122,datasets/model/00126_00.jpg
00127_00.jpg,00127_00.jpg,sample,2023-05-05 16:52:28.874150,123,datasets/model/00127_00.jpg
00135_00.jpg,00135_00.jpg,sample,2023-05-05 16:52:28.906071,124,datasets/model/00135_00.jpg
00145_00.jpg,00145_00.jpg,sample,2023-05-05 16:52:28.945958,125,datasets/model/00145_00.jpg
00151_00.jpg,00151_00.jpg,sample,2023-05-05 16:52:28.975875,126,datasets/model/00151_00.jpg
00158_00.jpg,00158_00.jpg,sample,2023-05-05 16:52:29.009787,127,datasets/model/00158_00.jpg
00176_00.jpg,00176_00.jpg,sample,2023-05-05 16:52:29.047685,128,datasets/model/00176_00.jpg
00190_00.jpg,00190_00.jpg,sample,2023-05-05 16:52:29.076616,129,datasets/model/00190_00.jpg
00205_00.jpg,00205_00.jpg,sample,2023-05-05 16:52:29.108531,130,datasets/model/00205_00.jpg
00249_00.jpg,00249_00.jpg,sample,2023-05-05 16:52:29.141444,131,datasets/model/00249_00.jpg
00254_00.jpg,00254_00.jpg,sample,2023-05-05 16:52:29.176336,132,datasets/model/00254_00.jpg
00259_00.jpg,00259_00.jpg,sample,2023-05-05 16:52:29.211243,133,datasets/model/00259_00.jpg
00260_00.jpg,00260_00.jpg,sample,2023-05-05 16:52:29.242160,134,datasets/model/00260_00.jpg
00261_00.jpg,00261_00.jpg,sample,2023-05-05 16:52:29.274074,135,datasets/model/00261_00.jpg
00272_00.jpg,00272_00.jpg,sample,2023-05-05 16:52:29.302995,136,datasets/model/00272_00.jpg
00273_00.jpg,00273_00.jpg,sample,2023-05-05 16:52:29.334910,137,datasets/model/00273_00.jpg
00278_00.jpg,00278_00.jpg,sample,2023-05-05 16:52:29.373205,138,datasets/model/00278_00.jpg
00286_00.jpg,00286_00.jpg,sample,2023-05-05 16:52:29.415094,139,datasets/model/00286_00.jpg
00287_00.jpg,00287_00.jpg,sample,2023-05-05 16:52:29.458976,140,datasets/model/00287_00.jpg
00291_00.jpg,00291_00.jpg,sample,2023-05-05 16:52:29.517339,141,datasets/model/00291_00.jpg
00311_00.jpg,00311_00.jpg,sample,2023-05-05 16:52:29.555237,142,datasets/model/00311_00.jpg
00330_00.jpg,00330_00.jpg,sample,2023-05-05 16:52:29.597125,143,datasets/model/00330_00.jpg
00339_00.jpg,00339_00.jpg,sample,2023-05-05 16:52:29.637018,144,datasets/model/00339_00.jpg
00345_00.jpg,00345_00.jpg,sample,2023-05-05 16:52:29.665941,145,datasets/model/00345_00.jpg
00348_00.jpg,00348_00.jpg,sample,2023-05-05 16:52:29.697856,146,datasets/model/00348_00.jpg
00349_00.jpg,00349_00.jpg,sample,2023-05-05 16:52:29.740742,147,datasets/model/00349_00.jpg
00373_00.jpg,00373_00.jpg,sample,2023-05-05 16:52:29.776647,148,datasets/model/00373_00.jpg
00396_00.jpg,00396_00.jpg,sample,2023-05-05 16:52:29.807847,149,datasets/model/00396_00.jpg
00397_00.jpg,00397_00.jpg,sample,2023-05-05 16:52:29.844439,150,datasets/model/00397_00.jpg
