id,name,image,uploadUser,cloth_id,model_id
1,00008_00006_00.jpg,datasets/results/00008_00006_00.jpg,sample,101,102
2,00008_00008_00.jpg,datasets/results/00008_00008_00.jpg,sample,101,102
3,00008_00013_00.jpg,datasets/results/00008_00013_00.jpg,sample,102,102
4,00008_00017_00.jpg,datasets/results/00008_00017_00.jpg,sample,103,102
5,00008_00034_00.jpg,datasets/results/00008_00034_00.jpg,sample,104,102
6,00008_00035_00.jpg,datasets/results/00008_00035_00.jpg,sample,105,102
7,00008_00055_00.jpg,datasets/results/00008_00055_00.jpg,sample,106,102
8,00008_00057_00.jpg,datasets/results/00008_00057_00.jpg,sample,107,102
9,00008_00064_00.jpg,datasets/results/00008_00064_00.jpg,sample,108,102
10,00008_00067_00.jpg,datasets/results/00008_00067_00.jpg,sample,109,102
11,00008_00069_00.jpg,datasets/results/00008_00069_00.jpg,sample,110,102
12,00008_00071_00.jpg,datasets/results/00008_00071_00.jpg,sample,111,102
13,00008_00074_00.jpg,datasets/results/00008_00074_00.jpg,sample,112,102
14,00008_00075_00.jpg,datasets/results/00008_00075_00.jpg,sample,113,102
15,00008_00084_00.jpg,datasets/results/00008_00084_00.jpg,sample,114,102
16,00008_00094_00.jpg,datasets/results/00008_00094_00.jpg,sample,115,102
17,00008_00095_00.jpg,datasets/results/00008_00095_00.jpg,sample,116,102
18,00008_00096_00.jpg,datasets/results/00008_00096_00.jpg,sample,117,102
19,00008_00110_00.jpg,datasets/results/00008_00110_00.jpg,sample,118,102
20,00008_00112_00.jpg,datasets/results/00008_00112_00.jpg,sample,119,102
21,00008_00121_00.jpg,datasets/results/00008_00121_00.jpg,sample,120,102
22,00008_00126_00.jpg,datasets/results/00008_00126_00.jpg,sample,121,102
23,00008_00127_00.jpg,datasets/results/00008_00127_00.jpg,sample,122,102
24,00008_00135_00.jpg,datasets/results/00008_00135_00.jpg,sample,123,102
25,00008_00145_00.jpg,datasets/results/00008_00145_00.jpg,sample,124,102
26,00008_00151_00.jpg,datasets/results/00008_00151_00.jpg,sample,125,102
27,00008_00158_00.jpg,datasets/results/00008_00158_00.jpg,sample,126,102
28,00008_00176_00.jpg,datasets/results/00008_00176_00.jpg,sample,127,102
29,00008_00190_00.jpg,datasets/results/00008_00190_00.jpg,sample,128,102
30,00008_00205_00.jpg,datasets/results/00008_00205_00.jpg,sample,129,102
31,00008_00249_00.jpg,datasets/results/00008_00249_00.jpg,sample,130,102
32,00008_00254_00.jpg,datasets/results/00008_00254_00.jpg,sample,131,102
33,00008_00259_00.jpg,datasets/results/00008_00259_00.jpg,sample,132,102
34,00008_00260_00.jpg,datasets/results/00008_00260_00.jpg,sample,133,102
35,00008_00261_00.jpg,datasets/results/00008_00261_00.jpg,sample,134,102
36,00008_00272_00.jpg,datasets/results/00008_00272_00.jpg,sample,135,102
37,00008_00273_00.jpg,datasets/results/00008_00273_00.jpg,sample,136,102
38,00008_00278_00.jpg,datasets/results/00008_00278_00.jpg,sample,137,102
39,00008_00286_00.jpg,datasets/results/00008_00286_00.jpg,sample,138,102
40,00008_00287_00.jpg,datasets/results/00008_00287_00.jpg,sample,139,102
41,00008_00291_00.jpg,datasets/results/00008_00291_00.jpg,sample,140,102
42,00008_00311_00.jpg,datasets/results/00008_00311_00.jpg,sample,141,102
